1	1	96	0.00	0	0	nzqqrritnffnlzolwsvztqvmlryimjjv	admbrqszhyhjxogqspuvevv	inqviovdjicnslzwpxjgnuq	pencnbfohxcadcwbwbezswu	qxzwulqjssuqgtznhmrbvmh	piuzwquxrmdjnsspdewjfpz	omgfvtcyknfrrzqtfigmlbv	sttxxdknvvnenpxnhnexupv	usktxsakyrxwyrndkvicapg	vkvltrshfzbfbofvnmvpyjp	wdoybjjlggbkzerekjqgscz
1	2	10	0.00	0	0	xinhnspmizdsgompykdqkusrfipfgmqso	jumrzsjhnlivhsrnmsiqkvd	oavjrwgrgxxnolhivofggah	mephioiqacjdduhdcrgigsb	tfzvdcichjyvbrjzbyaxfrz	zuyiqqjqnbztaipwtbhtetd	vyrwkfdtyjqvbzpdzdehxzq	fvfldfpfpmgemkzddkmkbff	dnyqietxhcchfzaffcssuxj	ezislhvimltmdeyfduybvxu	lcyarfiiccvwslksbhhrzet
1	3	66	0.00	0	0	oayptckuzqcupphlzbjjzfiiibvabblpyf	dcreyagrhifcanmyfqunqpy	sdemwhdrallczdiawrgwygf	wgapbmlqtokonumxsilukni	noefbroycuyqapszzkahihi	kimsuijmhrtgnohkuyfrblq	ckxphqrkvqdfdplpdyatffi	jjaqapcbadmoimqkrqmpzjf	lrrzlfzoiunxleqahqixhhg	pnpivsflskslhqgujbwahmz	cpemfjnvaoxsxwslqvghhyv
1	4	10	0.00	0	0	mrghvnrzntqlhygiclstcdsronybzuumxrcmzlqw	dhbwfyovrbalxdlndjavqkg	uzmfppvvjrrlcrsipavapsa	kgvjyjyraupacgxdwutvvmg	hocjuhskbiehbkltdbtmlgl	ptumtntbwntsmpcqcmebryk	fwmbuntnvsuveooebuqkwyo	rejvobijbooanhsssvfqyhg	hmanjqyskzitkpzxtkyeiuv	yzyxmxsaauxhytbvmbfkayk	vzwjfmjpslzrosahqviutct
1	5	66	0.00	0	0	dfjkyzmhgzixxwnxkebcurrsvgsqofhslzpxcbtohnejh	mtmxplvwajawwphbjpbklgh	gvlnuwfxnvktasjpsbvwbwv	jyesdcrwxammtwrtqudfpfk	cheldhcknegwqbxicphsvjt	olcdiznuzkkqvcysojcaelt	esvgqshzalmrgnyjnaqmblk	ccpjfcvvuqarkxmykelwbhx	hlfderidwnwgnpfpwwpklyu	bcuaxnbtesigonantuagarl	npheksxbtuixgcmoprbxepz
1	6	11	0.00	0	0	ounqkwcaixjcjbkacdrtmyyovlnfwkblnwbvvoj	umrfrizfphelkonzuxlofua	frpseumiokroxwmojysvkws	pxrretjldxqdldogruyqekq	agureehshyljwqevwmngwnk	tjkbpjpwgjumptwdneydjud	fchcwgntvifgmmfxbpetiqc	uwicstgjlnktywvtrefzkvx	uvuhrbfqcwltrhwfplltkea	hbdxruxpomtndifkmvbzapk	fzdbrnwrzrmcnmlafvvmsag
1	7	49	0.00	0	0	dumvlrzusbahhjcdfmzfzfcyvigxwprfqdkavftzjojoqug	vpwisvciopjjvwhomzjxmsx	ytdtbhybcdobkslwzenxkhs	twxthfyiegehqfjurzenksq	dkvvhcwhmouxhewzlrptctf	whvmwtdtgortocpfhqumzjj	nxpcuemoxffqnuoaolksbbd	qzdiwwdzmtwttbbgzniibhv	szteukfhtivgagmduaxruqy	eberfmleaqykwobwafvhqqb	kopfhwjdntfkopckpoyfhdv
1	8	86	0.00	0	0	eciyuwfaelmohbvpbwccuxshafkjknwkpryzkgofh	xjybktuwgftnithrtxmyouy	izozpfsqnzioiqnklwmvmkr	jpkttsmtqmzsdkyvcrlpcku	gzrksmzngqbrmkdfxhrjpwu	npmbebbpjdqujjcitlpqhqk	wnwsldokfkricddttcjrdvp	cjzgkcnlutolxzroqcgymyx	vdykahlothfjkminzmbltok	lkrimcndueftbxnesepebew	ujsbgqwaheopofcbbeehgaj
1	9	59	0.00	0	0	insibmuauhcjukkcdfydkzrlafwlfqcvwqvlwywsjcfxvgm	osmofsxdnirtrvzcpyodxex	etwusblfuoijezlmfgxtaui	rhkjrowrkuonzsvqvgrcila	nqefwzotvyfupeyhietysdy	mjqrkqohuvkesrdvmncodtw	wnkditsbqqbxlhocveiiojb	cztrydjyumagfzzkiitzwer	uiejajveewlxzbfsvrzknfs	fcfvwwuweyyvolmetjjngul	entodhvhnnlpabyoqtuuepm
1	10	77	0.00	0	0	ckzqtaaqgimodhjjseliyaftotlql	nxhilwpstiyngkntrnjwdiw	wwkqzsgfzckeszuvhacnswf	duaqlwjsqnvdhuhnrtjdjqk	qwrtsjgxaphmkwptqfzoocu	aokeiqjavhgowcjntootcib	damsxrtloiuuetxigpvnivh	lhccdffxxgsendmqteusmxx	vndhnjomtdyeldxqlgnaukg	gyupaoxdaidxbgzruddfqzn	bhxhtydovtlitbbsfwlsvod
