2	1	29	0.00	0	0	pzxzqulovzdeyuidbppxhkmrejrsqviiqxswqrzzdnb	xvgfzjghmrefsbjcorkryhn	cufcsjoyzwddhvzrykouijz	fzgcykrpjraqimzyjcauczb	febaasekmfdvynbgcwsdtee	mcvkgmgdhuvbmmjtsmcodea	btdevcxkcblztvaxvnkenwp	uqxvtuwelovpljqlglayshj	eqxtrqvtfsmcwgdpaslydjf	mnoltyxzbzjijedbgpyqglx	lbgcmbcobpuixlyzljyaryu
2	2	56	0.00	0	0	cbkibckyqxsfisrxrxziawvdummjacgw	eimvkkbagydolckfdrterbk	kojudagbdoqawwkoqyiijxc	wutnifxszgyjftknwcmiygd	fuoszjtzenfdyxqasixlnln	tldphvmwplyswcchrijunna	ryafudjxyolbcgyivnzwqjd	tkzsqfnvmujuhblijjewrva	bhnoodboqtdqbymjzdvjvgf	kufkxpnbdrgsdqflrddeyzi	kyyrcnuspvinvbzaqxoaiey
2	3	12	0.00	0	0	nbcpbvkyaorepnffnnxoyzruhyveoqpyswxvpmc	qmomhlpqcpgzltoegnsabtu	viuxegpzuevdsbzuydqzhqu	ekdpoypadxhnzrmavyegpth	pvxufyevdxmzuzhemissltl	uvpmebutxyhnpsnlelifzco	zzbzxinonhtfocnalthacnl	xexvwokavahubplthqqqlkw	nyxtlxfrhlaqxwjdgihqkjz	tlhbtufoxpyotnmqbntavau	wuduhqqgjauojedbrgunbhg
2	4	44	0.00	0	0	zlqqqgwgzmbofutjtxvovfakkqdajkkxvdnjscurhonkzucr	rhtsgwiaihhcrjtixsncacl	dbwwfudvdysyjhpgeaypece	joikibvremyrikncgwfnzcw	orxtpdtgfycvtesjkqzslpa	xtoqoividjwvbkzsqydtcpx	kpyegnqzvgrjdunciilbfrz	adljpzjmtcnmufljppstgea	rydmxbkeoqgeopxsxttskkw	wiayrltaebgviedtswusuxu	cukrqwfljohnwybzzxlfrup
2	5	18	0.00	0	0	ivlimsuxwazdacycORIGINAL	lgnadneptsbaspttlmpzjgq	dsapdaxkpfaqbgvpxclfjro	esgjwsypfuoedixjjovjnhd	itmpwcdtlnkesnpkrpdlxrr	pbfqqbuzshvhgokkzmstudg	njajcwnxnlprizrctqptfdg	lxqrqvbitahzqikriwmdnit	porrtgjdxelgjjubeyxzqwm	wbtqtbjpojmwlxzlcqknaxh	qfzcjwzjhfdhpxidzvtvcom
2	6	76	0.00	0	0	pfewowbgjxsiftxlnquprigon	ordqucowqrxwwgqqrjfxtnv	pylrysgcgqvqgivvkwmvirb	ehqzpywvfhkgknkxsasrazk	xjimthobiwnbolhvmsnwkdh	ajractxjgotgvwfnmgystye	lolflmbexlnkgbboclmjjti	pougrbnkggccdojqysmawey	ciuxpeocavoahsybdzrsbdd	mthylatutjjdvngurhskjjo	pylkkugqcwdcpzwcdjcjnty
2	7	17	0.00	0	0	tshzyiwxdxsuspkvzosfiytzlcuvlkunyp	winpsryhifmdvcuftagjeyb	gbimqatrorvwihvrzymsztm	shxoljnsqpkgzntioemjsdt	mrctlxechltiyzyomcnhvzb	fvaqwdyrpigevrpfsnchqeq	coxqhjfrwjojnzdgsrmhpcc	ozvgzzckipmzftywbviavia	akctijrgkvndkfxfvgpgvet	uisbdpkqitrgzmflxvwyexf	nwfdldexynsctmclflsidob
2	8	33	0.00	0	0	wpkyraxvihwcfcwilimgbigtdubcd	rygwwzzomgvwemwktwpqmbt	pidbykbnbrqivfkwqwtzmjh	cerfxujibmrjegtwwxdthny	hbniyhuxsmxfpxjmpfexcmb	rbgvoxbmexqkkfdaseacyuh	zdyzulareiwycbfcwmmrbnk	xihgulvjbkancapvmkccqyx	hsyrwfukfjhkuotwxmbfozq	wryubkwiaryyrqfimirolcw	edmjtowlqeqghduzrphkwkt
2	9	57	0.00	0	0	euaqvmgathuvexvmgabqohowggsljfzwsptghwscdyopd	tshavbdflhfdunpajqsyrel	crhejwarmburzmyfnsqozbt	qijuxtxuiqvpkaefernbmzx	jyjdolliqusoybogtssqmtv	aktauddobvwbyzmyddbcbaq	hackqpfvaspbmmrohebtoca	bemqjqytmkubbijlbklhkor	oeonhmpfkvmynbptythcppi	eqtdxkhuonsymyszelcmtbb	gmrlhyusjvkkkmihqidrhfv
2	10	12	0.00	0	0	vyazafkvbuthflhedsdwazhagpmlwz	rtfzksbewdipzyaajgfyuyo	cqauuzmmxzkodurkusseiat	ggrpdlolpcmzxyrqhrwtfsw	lahrjeanrdctveaxxhwgbkg	gcgisnlazxczigidwlarxtc	nzqrgupkjwaylgyioishpgf	pltzcrlohzlsrjkzwvbsfwq	hkspzndptjfikmlcpbshznh	bwsqfifaprpzzmvfamjpszg	kjaanpqdsdijgxjxgwjlmkk
