5	6	1	6	1	2019-09-27 00:43:45	10.00	ubaunpawctalujcmwu
27	5	2	5	2	2019-09-27 00:43:45	10.00	dtisouczzcknbbaiavl
6	6	1	6	1	2019-09-27 00:43:45	10.00	mmqarysjgewz
28	5	2	5	2	2019-09-27 00:43:45	10.00	vmtqxtrdw
7	6	1	6	1	2019-09-27 00:43:45	10.00	ywpxksaic
29	5	2	5	2	2019-09-27 00:43:45	10.00	rcrwelbpzhzfasim
8	6	1	6	1	2019-09-27 00:43:45	10.00	blwdfqamnpjpelkwerggfmu
30	5	2	5	2	2019-09-27 00:43:45	10.00	nzrcjrdyax
9	6	1	6	1	2019-09-27 00:43:45	10.00	amjgqtrmczztxmbkohzuzih
1	6	2	6	2	2019-09-27 00:43:45	10.00	kgahyadgizowike
10	6	1	6	1	2019-09-27 00:43:45	10.00	akcpexhvobekrhijxmsphv
2	6	2	6	2	2019-09-27 00:43:45	10.00	ucyqnbdujvgxiyuy
11	6	1	6	1	2019-09-27 00:43:45	10.00	sofauardwolmhgnr
3	6	2	6	2	2019-09-27 00:43:45	10.00	axmgfmdgspv
12	6	1	6	1	2019-09-27 00:43:45	10.00	adquzrkfhivzl
4	6	2	6	2	2019-09-27 00:43:45	10.00	oyyfkuazkimhincdon
13	6	1	6	1	2019-09-27 00:43:45	10.00	emjzhzhecrhudqtjbiow
5	6	2	6	2	2019-09-27 00:43:45	10.00	qqtefioqsh
14	6	1	6	1	2019-09-27 00:43:45	10.00	gazdhovftdjpxdg
6	6	2	6	2	2019-09-27 00:43:45	10.00	bspknpcqzwungozvwyl
15	6	1	6	1	2019-09-27 00:43:45	10.00	qjdeamloiaoumvaqfalbfb
7	6	2	6	2	2019-09-27 00:43:45	10.00	azlgqxydkittgtl
16	6	1	6	1	2019-09-27 00:43:45	10.00	hnyqewesxowdcngmciwdzo
8	6	2	6	2	2019-09-27 00:43:45	10.00	pjttdcecnofgqzapnbrkper
17	6	1	6	1	2019-09-27 00:43:45	10.00	fuggkvukibnvnoolchkwjl
9	6	2	6	2	2019-09-27 00:43:45	10.00	nilgnyxedswghclroyesbut
18	6	1	6	1	2019-09-27 00:43:45	10.00	zefhuaaadhwtywr
