1	1	1	1	82	2019-09-27 00:43:45	0.00	1	5	grfibnozmdkvmxfiltwshzo
1	1	1	2	66	2019-09-27 00:43:45	0.00	1	5	kdnorfrbyjflyvonvzybzzz
1	1	1	3	34	2019-09-27 00:43:45	0.00	1	5	tvycwybhcvncjtszhisiege
1	1	1	4	16	2019-09-27 00:43:45	0.00	1	5	mjaupvkiavgtjumrmwrunaw
1	1	1	5	6	2019-09-27 00:43:45	0.00	1	5	rjifbwpoqsucwvgaqccyadx
1	1	1	6	60	2019-09-27 00:43:45	0.00	1	5	jmlytqiwugcvfugmrxwjbfy
1	1	1	7	23	2019-09-27 00:43:45	0.00	1	5	nhudrxbieotewsbuvauwguh
1	1	1	8	13	2019-09-27 00:43:45	0.00	1	5	ibqsqoucfbfgvohzpyjgvil
1	1	1	9	89	2019-09-27 00:43:45	0.00	1	5	exusxdpbirfkdequstfestu
1	1	1	10	71	2019-09-27 00:43:45	0.00	1	5	nzibpddxvukwebumrsplnkq
1	1	1	11	29	2019-09-27 00:43:45	0.00	1	5	txarqcrsjrotwjidftcjqsf
1	1	1	12	93	2019-09-27 00:43:45	0.00	1	5	oxkxatuldplzmclmmanscrd
1	1	1	13	38	2019-09-27 00:43:45	0.00	1	5	tewbnuyykfqredfpkgnmqnb
1	1	1	14	3	2019-09-27 00:43:45	0.00	1	5	gzvbljtbzcquxlboblxbpph
1	1	1	15	19	2019-09-27 00:43:45	0.00	1	5	dpmqydbwtogbshdkifplpxt
1	1	2	1	45	2019-09-27 00:43:45	0.00	1	5	efrdesfsitdnxjmhqzbmvjm
1	1	2	2	70	2019-09-27 00:43:45	0.00	1	5	vpbavicgqmjmgeyvsqoldnv
1	1	2	3	93	2019-09-27 00:43:45	0.00	1	5	hbgionyanxmmlujbrkrfulv
1	1	2	4	5	2019-09-27 00:43:45	0.00	1	5	ufxuecmrmlrowxatsquthzs
1	1	2	5	49	2019-09-27 00:43:45	0.00	1	5	qungwtewduskfuugtfqadth
1	1	3	1	93	2019-09-27 00:43:45	0.00	1	5	jyrzycfxcgtxzmiruemtgzs
1	1	3	2	31	2019-09-27 00:43:45	0.00	1	5	xzxibjsjpxmtgnvsupbjufj
1	1	3	3	100	2019-09-27 00:43:45	0.00	1	5	jdpzrfdqxkpbwlpbewdghhi
1	1	3	4	11	2019-09-27 00:43:45	0.00	1	5	pkksnnrqyynxnpgbssuqxfx
1	1	3	5	4	2019-09-27 00:43:45	0.00	1	5	xreogmlkpgodeoyrcaelmri
1	1	3	6	25	2019-09-27 00:43:45	0.00	1	5	cluhfpwexmhnxnqsiybtsnp
1	1	3	7	59	2019-09-27 00:43:45	0.00	1	5	coejqeaowwrufymenacmkqc
1	1	3	8	89	2019-09-27 00:43:45	0.00	1	5	lhvpodcfvxkshrythvxirwp
1	1	4	1	64	2019-09-27 00:43:45	0.00	1	5	dbklyqospeuwqclmuacprsx
1	1	4	2	47	2019-09-27 00:43:45	0.00	1	5	vzadgwunhclujeetzuvxext
1	1	4	3	56	2019-09-27 00:43:45	0.00	1	5	dyemgcomfwvghgpmuhzexcf
1	1	4	4	99	2019-09-27 00:43:45	0.00	1	5	cosnyqfwxeobeocasbolmjn
1	1	4	5	23	2019-09-27 00:43:45	0.00	1	5	igsgrsyqmzhteyftnzokwko
1	1	5	1	41	2019-09-27 00:43:45	0.00	1	5	tizydxinfquexgeymacqefv
1	1	5	2	28	2019-09-27 00:43:45	0.00	1	5	hnoyzeylwcqadmyodpachoa
1	1	5	3	69	2019-09-27 00:43:45	0.00	1	5	mzruucgrfhgqcitkrwrspmu
1	1	5	4	44	2019-09-27 00:43:45	0.00	1	5	tdstlunqzhtibjefqdrqnme
1	1	5	5	60	2019-09-27 00:43:45	0.00	1	5	otbmikopqpwlmygtiycqtep
1	1	5	6	48	2019-09-27 00:43:45	0.00	1	5	hlkwrhkpxasxlusgfqqnlrx
1	1	5	7	50	2019-09-27 00:43:45	0.00	1	5	ajudbslaxkfhxgdvvgfssre
1	1	5	8	52	2019-09-27 00:43:45	0.00	1	5	dittngrkkfsfujlnvgbwpdp
1	1	5	9	12	2019-09-27 00:43:45	0.00	1	5	secvinlhjdptplgrywxwhdp
1	1	5	10	32	2019-09-27 00:43:45	0.00	1	5	rjzlfkebebukowjvkyknggt
1	1	5	11	81	2019-09-27 00:43:45	0.00	1	5	xiqflyyroyxbjpysxjeiniw
1	1	5	12	98	2019-09-27 00:43:45	0.00	1	5	hrqjysceyiidgtgcnhpdxzd
1	1	5	13	85	2019-09-27 00:43:45	0.00	1	5	gfwkxoelsewizhmmpkhggzk
1	1	5	14	51	2019-09-27 00:43:45	0.00	1	5	oshjtmnywtucmhqhtlsrmig
1	1	5	15	21	2019-09-27 00:43:45	0.00	1	5	jvbswghkmqrcgwobxpyueea
1	1	6	1	22	2019-09-27 00:43:45	0.00	1	5	scslnivlrpxrwrbkjvwwklh
1	1	6	2	99	2019-09-27 00:43:45	0.00	1	5	lrzkqybytkxlafuehhfplya
1	1	6	3	18	2019-09-27 00:43:45	0.00	1	5	igsccjseuifejmvvoctzayk
