1	1	1	870	2	12	1	2019-09-11 19:49:59
1	1	2	836	9	9	1	2019-09-11 19:49:59
1	1	3	2703	9	12	1	2019-09-11 19:49:59
1	1	4	2022	10	15	1	2019-09-11 19:49:59
1	1	5	544	6	12	1	2019-09-11 19:49:59
1	1	6	726	4	9	1	2019-09-11 19:49:59
1	1	7	263	10	6	1	2019-09-11 19:49:59
1	1	8	487	1	6	1	2019-09-11 19:49:59
1	1	9	11	10	7	1	2019-09-11 19:49:59
1	1	10	1144	10	9	1	2019-09-11 19:49:59
1	1	11	752	9	13	1	2019-09-11 19:49:59
1	1	12	2717	7	10	1	2019-09-11 19:49:59
1	1	13	951	5	11	1	2019-09-11 19:49:59
1	1	14	2796	5	12	1	2019-09-11 19:49:59
1	1	15	2060	6	6	1	2019-09-11 19:49:59
1	1	16	269	2	12	1	2019-09-11 19:49:59
1	1	17	1633	5	14	1	2019-09-11 19:49:59
1	1	18	65	5	5	1	2019-09-11 19:49:59
1	1	19	2677	7	11	1	2019-09-11 19:49:59
1	1	20	1574	5	6	1	2019-09-11 19:49:59
1	1	21	2208	10	7	1	2019-09-11 19:49:59
1	1	22	803	8	6	1	2019-09-11 19:49:59
1	1	23	2006	3	12	1	2019-09-11 19:49:59
1	1	24	941	4	12	1	2019-09-11 19:49:59
1	1	25	588	3	5	1	2019-09-11 19:49:59
1	1	26	1812	4	15	1	2019-09-11 19:49:59
1	1	27	2915	6	7	1	2019-09-11 19:49:59
1	1	28	1324	8	15	1	2019-09-11 19:49:59
1	1	29	2751	6	15	1	2019-09-11 19:49:59
1	1	30	1441	5	7	1	2019-09-11 19:49:59
1	1	31	1970	2	13	1	2019-09-11 19:49:59
1	1	32	2124	2	11	1	2019-09-11 19:49:59
1	1	33	2544	10	8	1	2019-09-11 19:49:59
1	1	34	1034	4	13	1	2019-09-11 19:49:59
1	1	35	571	8	13	1	2019-09-11 19:49:59
1	1	36	769	7	7	1	2019-09-11 19:49:59
1	1	37	1773	9	10	1	2019-09-11 19:49:59
1	1	38	1313	5	7	1	2019-09-11 19:49:59
1	1	39	2593	6	9	1	2019-09-11 19:49:59
1	1	40	2463	10	10	1	2019-09-11 19:49:59
1	1	41	1896	5	12	1	2019-09-11 19:49:59
1	1	42	1822	7	13	1	2019-09-11 19:49:59
1	1	43	126	5	5	1	2019-09-11 19:49:59
1	1	44	2028	5	13	1	2019-09-11 19:49:59
1	1	45	2262	1	11	1	2019-09-11 19:49:59
1	1	46	768	4	5	1	2019-09-11 19:49:59
1	1	47	298	9	15	1	2019-09-11 19:49:59
1	1	48	106	3	15	1	2019-09-11 19:49:59
1	1	49	1603	1	15	1	2019-09-11 19:49:59
1	1	50	1471	4	5	1	2019-09-11 19:49:59
1	1	51	1311	5	12	1	2019-09-11 19:49:59
1	1	52	2306	8	10	1	2019-09-11 19:49:59
1	1	53	1351	2	5	1	2019-09-11 19:49:59
1	1	54	1969	7	7	1	2019-09-11 19:49:59
1	1	55	2212	1	14	1	2019-09-11 19:49:59
1	1	56	2346	6	5	1	2019-09-11 19:49:59
1	1	57	2375	1	9	1	2019-09-11 19:49:59
1	1	58	2152	7	8	1	2019-09-11 19:49:59
1	1	59	442	1	7	1	2019-09-11 19:49:59
1	1	60	2815	6	14	1	2019-09-11 19:49:59
1	1	61	248	9	5	1	2019-09-11 19:49:59
1	1	62	2114	7	14	1	2019-09-11 19:49:59
1	1	63	2090	9	14	1	2019-09-11 19:49:59
1	1	64	832	8	12	1	2019-09-11 19:49:59
1	1	65	359	1	13	1	2019-09-11 19:49:59
1	1	66	129	3	12	1	2019-09-11 19:49:59
1	1	67	1392	9	7	1	2019-09-11 19:49:59
1	1	68	904	6	9	1	2019-09-11 19:49:59
1	1	69	2528	10	11	1	2019-09-11 19:49:59
1	1	70	37	1	11	1	2019-09-11 19:49:59
1	1	71	1883	8	10	1	2019-09-11 19:49:59
1	1	72	982	8	14	1	2019-09-11 19:49:59
1	1	73	2367	8	13	1	2019-09-11 19:49:59
1	1	74	1947	2	10	1	2019-09-11 19:49:59
1	1	75	960	7	12	1	2019-09-11 19:49:59
1	1	76	1268	9	8	1	2019-09-11 19:49:59
1	1	77	1359	9	5	1	2019-09-11 19:49:59
1	1	78	312	6	7	1	2019-09-11 19:49:59
1	1	79	706	3	13	1	2019-09-11 19:49:59
1	1	80	673	4	13	1	2019-09-11 19:49:59
1	1	81	2074	3	8	1	2019-09-11 19:49:59
1	1	82	620	1	6	1	2019-09-11 19:49:59
1	1	83	1545	3	11	1	2019-09-11 19:49:59
1	1	84	361	9	8	1	2019-09-11 19:49:59
1	1	85	1498	5	6	1	2019-09-11 19:49:59
1	1	86	1038	9	14	1	2019-09-11 19:49:59
1	1	87	2638	1	12	1	2019-09-11 19:49:59
1	1	88	1199	5	13	1	2019-09-11 19:49:59
1	1	89	1840	1	7	1	2019-09-11 19:49:59
1	1	90	193	9	5	1	2019-09-11 19:49:59
1	1	91	956	1	8	1	2019-09-11 19:49:59
1	1	92	2197	3	14	1	2019-09-11 19:49:59
1	1	93	1469	4	10	1	2019-09-11 19:49:59
1	1	94	1885	4	10	1	2019-09-11 19:49:59
1	1	95	2334	6	12	1	2019-09-11 19:49:59
1	1	96	1512	9	8	1	2019-09-11 19:49:59
1	1	97	2758	4	11	1	2019-09-11 19:49:59
1	1	98	2707	2	7	1	2019-09-11 19:49:59
1	1	99	236	6	11	1	2019-09-11 19:49:59
1	1	100	1383	9	14	1	2019-09-11 19:49:59
1	1	101	632	10	10	1	2019-09-11 19:49:59
1	1	102	2119	6	10	1	2019-09-11 19:49:59
1	1	103	2049	7	9	1	2019-09-11 19:49:59
1	1	104	2767	5	12	1	2019-09-11 19:49:59
1	1	105	790	1	10	1	2019-09-11 19:49:59
1	1	106	2504	8	9	1	2019-09-11 19:49:59
1	1	107	2432	7	7	1	2019-09-11 19:49:59
1	1	108	937	5	12	1	2019-09-11 19:49:59
1	1	109	2622	1	12	1	2019-09-11 19:49:59
1	1	110	200	5	15	1	2019-09-11 19:49:59
1	1	111	260	7	13	1	2019-09-11 19:49:59
1	1	112	1136	6	10	1	2019-09-11 19:49:59
1	1	113	1308	6	8	1	2019-09-11 19:49:59
1	1	114	348	6	11	1	2019-09-11 19:49:59
1	1	115	2928	9	5	1	2019-09-11 19:49:59
1	1	116	793	2	6	1	2019-09-11 19:49:59
1	1	117	1855	6	13	1	2019-09-11 19:49:59
1	1	118	2498	2	12	1	2019-09-11 19:49:59
1	1	119	1775	2	9	1	2019-09-11 19:49:59
1	1	120	817	2	14	1	2019-09-11 19:49:59
1	1	121	2487	2	8	1	2019-09-11 19:49:59
1	1	122	1478	1	5	1	2019-09-11 19:49:59
1	1	123	502	7	15	1	2019-09-11 19:49:59
1	1	124	1386	10	13	1	2019-09-11 19:49:59
1	1	125	2155	3	13	1	2019-09-11 19:49:59
