1	1	30000.00	0.0592	3001	lyqtob	iickbrwbtwzcdv	chfbxzebpalai	ppcxpbcdo	AZ	123456789
1	2	30000.00	0.1819	3001	ztswx	bhrvoimjxdk	bfwjyzejooiktizcq	honaimqiv	RX	123456789
1	3	30000.00	0.0377	3001	jgxjsb	bofuafqpcyvvtzue	aabscyuismydzz	wktfdcrdkdnjq	SA	123456789
1	4	30000.00	0.0525	3001	czbtgmb	crajcudxb	mghrtiqleqboacrhp	czrfwbnfi	XU	123456789
1	5	30000.00	0.1002	3001	scyas	wamivkeczozpu	ylyjuzfkgvidywioscn	keueabajburxjkka	YX	123456789
1	6	30000.00	0.0690	3001	cuuxz	fzxcjqyzxsbsdnm	kgetnbbfccigotr	lhgshytpzduljlb	PN	123456789
1	7	30000.00	0.1644	3001	bmfjw	sdgihtqzlbbflamjfs	cmpjzhkictujnj	vzhnxgdkrjiohxce	JH	123456789
1	8	30000.00	0.0626	3001	hkbkgrz	boifkqbamqacwtwfhe	zbsuiohnlnl	ljwwyflqnsijgobtd	ZK	123456789
1	9	30000.00	0.1244	3001	azoqpzt	vlzxiadcbtyn	ouhgkqqgcauceiwo	uhiqyfjjrkoa	NZ	123456789
1	10	30000.00	0.1731	3001	ohrbyuqiz	gfxlcdkkkwggavvdh	toaazglbdjn	lgigyusvebexstatpso	HH	123456789
